AplicacionID,ClaveAplicacion,NumLinea,Referencia,ObjetoBDID,Objeto,TipoObjetoID,TipoObjeto,BaseDatosID,BaseDatos,Archivo,Extension,BibPadre,ObjPadre
"0","49","44","aDefDocs = split(sDefDoc,,)","6090","Split","3","SQL_SCALAR_FUNCTION","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","44","aDefDocs = split(sDefDoc,,)","6491","Split","3","SQL_SCALAR_FUNCTION","7","WFInscripcionOCI","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","44","aDefDocs = split(sDefDoc,,)","6685","Split","3","SQL_SCALAR_FUNCTION","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","5063","usuarios","1","USER_TABLE","3","TrenVivienda","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","5279","Usuarios","1","USER_TABLE","24","UltArrendavit","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","5984","Usuarios","1","USER_TABLE","27","UltRenuevahogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","6091","Usuarios","1","USER_TABLE","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","86","usuarios. A todos los usuarios que intenten conectar con su sitio, se les mostrar� una p�gina<a","6687","Usuarios","1","USER_TABLE","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","106","aplicaciones que le permitan publicar de forma segura cualquier informaci�n que mejore","3962","APLICACIONES","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","107","la infraestructura de su organizaci�n. IIS es una plataforma segura para el desarrollo de sus propuestas con eCommerce. IIS tambi�n le facilita la incorporaci�n de aplicaciones de negocio en la Web.","3962","APLICACIONES","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","109","Windows 2000 con IIS se ajusta a sus necesidades. Puede:</span>","6871","Necesidades","1","USER_TABLE","30","Hogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","123","compartir informaci�n y ejecutar aplicaciones eficaces en el  Web.","3962","APLICACIONES","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\localstart.asp","ASP","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","3378","Usuario","1","USER_TABLE","13","API","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","4229","Usuario","1","USER_TABLE","15","SARA","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","4250","Usuario","1","USER_TABLE","22","Seguridad","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","4317","USUARIO","1","USER_TABLE","10","SIC","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","4583","usuario","1","USER_TABLE","11","STN","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","5063","usuarios","1","USER_TABLE","3","TrenVivienda","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","5279","Usuarios","1","USER_TABLE","24","UltArrendavit","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","5984","Usuarios","1","USER_TABLE","27","UltRenuevahogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","6091","Usuarios","1","USER_TABLE","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","13","Este archivo permite a los usuarios publicar archivos en su sitio Web con el Asistente para la publicaci�n en Web o con FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an al editar con el Explorador o el Editor de FrontPage.","6687","Usuarios","1","USER_TABLE","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","3378","Usuario","1","USER_TABLE","13","API","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","4229","Usuario","1","USER_TABLE","15","SARA","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","4250","Usuario","1","USER_TABLE","22","Seguridad","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","4317","USUARIO","1","USER_TABLE","10","SIC","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","4583","usuario","1","USER_TABLE","11","STN","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","5063","usuarios","1","USER_TABLE","3","TrenVivienda","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","5279","Usuarios","1","USER_TABLE","24","UltArrendavit","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","5984","Usuarios","1","USER_TABLE","27","UltRenuevahogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","6091","Usuarios","1","USER_TABLE","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","37","Contiene informaci�n que permite a los usuarios modificar las p�ginas en su Web usando herramientas como Microsoft FrontPad, usando el mismo nombre de usuario y contrase�a que utilizar�an si estuviesen editando con Microsoft FrontPage.","6687","Usuarios","1","USER_TABLE","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","5063","usuarios","1","USER_TABLE","3","TrenVivienda","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","5279","Usuarios","1","USER_TABLE","24","UltArrendavit","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","5984","Usuarios","1","USER_TABLE","27","UltRenuevahogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","6091","Usuarios","1","USER_TABLE","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","38","Tambi�n permite a los usuarios importar archivos al Web usando el Asistente para publicar Web de Microsoft.","6687","Usuarios","1","USER_TABLE","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","5063","usuarios","1","USER_TABLE","3","TrenVivienda","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","5279","Usuarios","1","USER_TABLE","24","UltArrendavit","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","5984","Usuarios","1","USER_TABLE","27","UltRenuevahogar","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","6091","Usuarios","1","USER_TABLE","28","UltUnCuartoMas","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","39","Puede eliminar este archivo si no desea permitir a los usuarios modificar los archivos en este Web usando otras herramientas distintas de Microsoft FrontPage.","6687","Usuarios","1","USER_TABLE","18","UltMTCAmpliacion","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","44","<p>Los comentarios del c�digo HTML de esta p�gina contienen la informaci�n de configuraci�n que permite a los usuarios modificar p�ginas del Web con el Asistente para la publicaci�n en Web de Microsoft o con programas que usen el Asistente para publicaci�n en Web de Microsoft, como FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an para editar con Microsoft FrontPage. Consulte el SDK de Internet de Microsoft para obtener m�s informaci�n acerca de las API del Asistente para la publicaci�n en Web.</p>","3378","Usuario","1","USER_TABLE","13","API","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","44","<p>Los comentarios del c�digo HTML de esta p�gina contienen la informaci�n de configuraci�n que permite a los usuarios modificar p�ginas del Web con el Asistente para la publicaci�n en Web de Microsoft o con programas que usen el Asistente para publicaci�n en Web de Microsoft, como FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an para editar con Microsoft FrontPage. Consulte el SDK de Internet de Microsoft para obtener m�s informaci�n acerca de las API del Asistente para la publicaci�n en Web.</p>","3881","usuarios","1","USER_TABLE","1","Avaluos","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","44","<p>Los comentarios del c�digo HTML de esta p�gina contienen la informaci�n de configuraci�n que permite a los usuarios modificar p�ginas del Web con el Asistente para la publicaci�n en Web de Microsoft o con programas que usen el Asistente para publicaci�n en Web de Microsoft, como FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an para editar con Microsoft FrontPage. Consulte el SDK de Internet de Microsoft para obtener m�s informaci�n acerca de las API del Asistente para la publicaci�n en Web.</p>","3999","USUARIOS","1","USER_TABLE","6","Control_Acceso","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","44","<p>Los comentarios del c�digo HTML de esta p�gina contienen la informaci�n de configuraci�n que permite a los usuarios modificar p�ginas del Web con el Asistente para la publicaci�n en Web de Microsoft o con programas que usen el Asistente para publicaci�n en Web de Microsoft, como FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an para editar con Microsoft FrontPage. Consulte el SDK de Internet de Microsoft para obtener m�s informaci�n acerca de las API del Asistente para la publicaci�n en Web.</p>","4229","Usuario","1","USER_TABLE","15","SARA","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
"0","49","44","<p>Los comentarios del c�digo HTML de esta p�gina contienen la informaci�n de configuraci�n que permite a los usuarios modificar p�ginas del Web con el Asistente para la publicaci�n en Web de Microsoft o con programas que usen el Asistente para publicaci�n en Web de Microsoft, como FrontPad, con el mismo nombre de usuario y la misma contrase�a que utilizar�an para editar con Microsoft FrontPage. Consulte el SDK de Internet de Microsoft para obtener m�s informaci�n acerca de las API del Asistente para la publicaci�n en Web.</p>","4250","Usuario","1","USER_TABLE","22","Seguridad","C:\Users\bruno.fernandez\Documents\Banobras\DependenciaMVC5demo\DependenciaMVC5demo\codigoUnzip\10186-1-49_03042019104102\SICOFINVS2015\postinfo.html","HTML","",""
